Date,Post Type,full_text,Video Thumbnail,Image,Like,Retweet,Reply
2023-09-20T14:51:55.000Z,text,अब गठेले कब्जियत बिदा दिन बंाकी रह्यो भन्दा कसो होला?,,,4,2,1
2023-09-20T14:38:43.000Z,text,समाजबाद ल्याउने काईदा,,,1,1,1
2023-09-18T14:51:44.000Z,text,नारी शक्ति र महत्वको अनुभव भोगियो भनौ न सर।,,,3,,1
2023-09-18T14:46:21.000Z,text,दक्षिणी तातोले हावाले सेकिएर अमेरिका पुगेका प्रमले चीन पुग्दा चिसो चढ्दै गरेको पश्चिमी हावाको झोक्का सहलान?सके भने उनले चीनको महत्वाकांक्षी योजना बिआरआई कार्यन्वयनमा सही गर्लान।अन्यथा काठमाण्डौं ओर्लदा उनको हालत  रंग बदलेर सिंहको बथानमा छिरेको छट़टु स्यालको जस्तो हुनेछ।त्यसपछि….,,,233,32,24
2023-09-18T08:47:33.000Z,text,हो नि,,,1,1,
2023-09-18T08:46:21.000Z,text,पर्सीलाई मात्र निम्ता भो हजुर,,,4,,
2023-09-18T04:34:08.000Z,text,पुरुषहरुको पुरुषार्थ  तिजको दिन आफैले चिया कफी बनाएर दिनै पर्ने दशजना पाहुना घरमा आएका दिन नराम्ररी धुलिसात हुने रहेछ। सबै नेपाली दिदीबहिनीहरुलाई यो सालको तिजको धेरै धेरै शुभकामना!!!,,,261,37,31
2023-09-15T12:10:14.000Z,text,राजनीतिक मौसम प्रतिकुल भएकोले अनसन शिरोमणीको अनसन नै स्थगीत भएछ।नो न्युज इज गुड न्युज भन्थे हो पो रहेछ!,,,275,46,29
2023-09-12T00:06:20.000Z,text,"हिजो दिउसो उहाको कार्यकक्षमा भेट्न गॅंएको थिए तर  उहाको ब्यस्तताले भेट हुन सकेन। बिहान बिहान अकल्पनिय खबर सुन्नु पर्यो केही बोल्नै सकिएन।निशब्द ! अल विदा कमरेड सुबास नेम्मांग,भावपुर्ण श्रद्दान्जली!!!",,,261,32,44
2023-09-10T04:04:53.000Z,text,हिजो पालिका अधिवेशन उदघाटन गर्नु भो।,,,2,,
2023-09-10T02:21:16.000Z,image,पन्चायती शाशन बिरुद्दको प्रतिरोधी केन्द्र पिस्कर र त्यस आन्दोलनका नेता कमरेड अमृत बोहोराको घरमा हिजो।वीरयोद्दा ईले थामी र वीरबहादुर थामीको स्मारकमा पुष्पगुच्छा अर्पण सहित अभिवादन पनि नेता र कार्यकर्ता सबैले गर्यौ।,,https://pbs.twimg.com/media/F5oV5tiWQAAZ0HI?format=jpg&name=medium,141,14,5
2023-09-08T11:11:35.000Z,text,जनमत र कानुनीराज नै स्थापीत गर्नु पर्छ,,,,,
2023-09-07T09:35:07.000Z,text,"काग्रेस सहमहामन्त्री महेन्द्र यादवमाथिको सांघातिक आक्रमण निन्दनीय छ।तर हिंसा सत्ता संरक्षणमा मौलाएको हो।प्राध्यापक चलाउनेमाथिका हमलाकारीलाई सरकारी माफि र एमाले अध्यक्ष केपी ओली र सचिब भट्टराई माथिका आक्रमण माथि सरकारी मौनता यस्का रुट कज हुन।काग्रेस तातेको छ,तर अडिन्छ कति ?शंका छ।",,,358,67,47
2023-09-03T15:21:22.000Z,text,Ok,,,1,,
2023-09-03T13:26:36.000Z,text,धन्यवाद,,,,,
2023-09-03T12:22:02.000Z,image,जुगलको उच्च लेकाली आलु र मौसमी निगुरो पसल गठ्ठाघरमा सन्चालक पुर्व जिसस उपप्रमुख बालकुमारी नेपाल र जुगल पलिकाकाकी पुर्व उपाध्यक्ष श्रृजना तामागंसंग एक क्लिक।,,https://pbs.twimg.com/media/F5GcR_gacAAsqRH?format=jpg&name=medium,177,17,8
2023-09-02T01:30:49.000Z,text,प्रम प्रचण्ड भारत जानु अधि भारतले नेपालका केही भूभाग समेटेर अखण्ड भारतको नक्शा ल्यायो।प्रमले भने-सम्बन्धका कारण म बोलिन।अहिले प्रमको चीन भ्रमणको मुखैमा चीनले नेपालको पछिल्लो नक्शालाई वास्तै नगरी आफ्नो नक्शा ल्यायो।के प्रम त्यहा पनि मौन?सम्बन्धका नाममा चेपुवामा देश हुन सक्दैन।,,,280,46,20
